number,x,y,opinion,Q_pos,Q_neg,Q
0,0.8756004928657953,0.7502802715126848,Positive,0.8845102547207586,-0.18007772491725954,0.8845102547207586
1,0.5466205407312354,0.08774741747068249,Positive,0.7130328718641477,-0.4646316889307852,0.7130328718641477
2,0.13146957125383885,0.4180270883389565,Positive,0.299124405933314,-0.0851876536965641,0.299124405933314
3,0.4264951574809027,0.04366706664031628,Positive,0.7690832122107385,-0.1688814249977318,0.7690832122107385
4,0.2597307143347314,0.9523345038540657,Negative,-0.15773046191237822,0.921197889780539,0.921197889780539
5,0.041310208844623775,0.6740452920408152,Negative,-0.43407582464382904,0.6262676378622196,0.6262676378622196
6,0.27545575239950815,0.1947014109892249,Positive,0.6853463516181092,-0.16792042536030444,0.6853463516181092
7,0.4738712955937562,0.06386286298383637,Positive,0.8651787277500065,-0.06392518276963131,0.8651787277500065
8,0.25497365776022585,0.30409943707581133,Positive,0.7178407907997211,0.06573783142760412,0.7178407907997211
9,0.09521685427038729,0.48044879486570624,Negative,-0.18403238447141895,0.38016629141562064,0.38016629141562064
10,0.570406268170738,0.6704725633794457,Positive,0.5883730878455817,-0.25528497435532,0.5883730878455817
11,0.7958214357802016,0.9552623185949718,Positive,0.9420454396725894,-0.020202613539294232,0.9420454396725894
12,0.5730662376348445,0.909471249871826,Negative,-0.39153560659406345,0.09864484948873484,0.09864484948873484
13,0.4723349895189731,0.7331852317259554,Positive,0.04558969401158176,-0.20838597170123357,0.04558969401158176
14,0.3727264821445422,0.24077081850012905,Positive,0.7813664902261347,0.03804499412621397,0.7813664902261347
15,0.8759621662344264,0.12615738216325822,Positive,0.17087748376700623,-0.3789941575356049,0.17087748376700623
16,0.5334853655898251,0.22875420060762708,Positive,0.8905085140673228,-0.2006152347353139,0.8905085140673228
17,0.2127035473006068,0.04015656069344309,Negative,-0.029112800706342225,0.5504093941882241,0.5504093941882241
18,0.19529514129431758,0.6367630747576124,Negative,-0.13901757023777944,0.6463149348068479,0.6463149348068479
19,0.5603795563063126,0.2574426895076706,Positive,0.7535370651657851,-0.4041175863793723,0.7535370651657851
20,0.41053812734613937,0.20358635504564082,Positive,0.619184243457189,-0.12185676909523431,0.619184243457189
21,0.6699169685479972,0.7251422962901013,Positive,0.824920280036195,-0.14513920273657704,0.824920280036195
22,0.7330495516050921,0.6879132703985491,Positive,0.609179970108177,-0.37915470012452845,0.609179970108177
23,0.3099390695332006,0.48610445290802995,Positive,0.38959544569105603,0.12384473044019671,0.38959544569105603
24,0.43423542521906777,0.8096345859256558,Negative,0.08929295010370783,0.4461419928271031,0.4461419928271031
25,0.32618000077314646,0.046184381802605534,Positive,0.521016600091272,-0.05835545455528385,0.521016600091272
26,0.2594467756060941,0.03418263401160648,Positive,0.5726731435408569,-0.1660492654183932,0.5726731435408569
27,0.6781404906586662,0.7231920724040304,Positive,0.7908874309295258,-0.4279190635815274,0.7908874309295258
28,0.19575448071814094,0.6653100981043514,Negative,-0.10076349591652393,0.8206853559973535,0.8206853559973535
29,0.3105164389165397,0.9672254446155102,Negative,-0.09479780264574936,0.7925283542428054,0.7925283542428054
30,0.5042022172763518,0.0801134000908893,Positive,0.87915733023474,-0.40985007660335276,0.87915733023474
31,0.2198863634874575,0.8608594403482553,Negative,-0.14829558263856368,0.8257061477639092,0.8257061477639092
32,0.6875477914810263,0.977794719423007,Positive,0.7255379238950843,-0.2054496251816198,0.7255379238950843
33,0.2809603055588562,0.1847990927657941,Positive,0.37200740170679125,-0.2680670773102131,0.37200740170679125
34,0.7619773526297811,0.7440092616931177,Positive,0.7649795042256018,-0.3483185390847042,0.7649795042256018
35,0.8541037529500489,0.6085972762534755,Positive,0.6703280748979366,-0.40633975464454014,0.6703280748979366
36,0.3531824908674409,0.812800789365185,Negative,0.08241720448917271,0.7036447570529657,0.7036447570529657
37,0.8554778358510118,0.1804483963039294,Negative,0.4913242113520657,0.22512334628804304,0.4913242113520657
38,0.07303782218387234,0.15992566634403982,Negative,-0.5272872747352257,0.5298261295581748,0.5298261295581748
39,0.7492386807163128,0.3933523326213879,Positive,0.32882373928862585,-0.04370673889988583,0.32882373928862585
40,0.019488504304632004,0.7302856133855569,Negative,0.09325074044935099,0.5971224560713798,0.5971224560713798
41,0.48470964533354655,0.8147413496656276,Negative,-0.10282180632293104,-0.05267653263151977,-0.05267653263151977
42,0.48527319898263066,0.8115488459011111,Negative,-0.29354598626050743,0.1613069183087773,0.1613069183087773
43,0.780351198047716,0.5871249939965211,Positive,0.9327545517027755,-0.09734956838281299,0.9327545517027755
44,0.6027009232107585,0.04914701281326439,Positive,0.5897032310190321,0.022197652576691,0.5897032310190321
45,0.6455350296980795,0.5527467925035469,Positive,0.751492818495314,-0.44176279090275605,0.751492818495314
46,0.16080917238662962,7.94160732202287E-4,Positive,0.1397391102075784,0.0837415109527725,0.1397391102075784
47,0.43240264537073136,0.052223949013542326,Positive,0.9116196950112877,-0.12373222331311269,0.9116196950112877
48,0.7115981936032674,0.8630116548490873,Positive,0.7461485091589847,-0.4234534279519918,0.7461485091589847
49,0.8880813249502388,0.11031763585173626,Positive,0.41216227708298425,0.09557711105023502,0.41216227708298425
