number,x,y,opinion,Q_pos,Q_neg,Q
0,0.8699582180048668,0.6964259644301277,Positive,0.738237956727121,-0.24647395386027326,0.738237956727121
1,0.9842093456149965,0.3530596988578074,Negative,-0.22889719524822622,0.9034718151741501,0.9034718151741501
2,0.7214254158102151,0.09249040880782422,Negative,0.06216046384746208,0.8816918494223319,0.8816918494223319
3,0.8787009813895819,0.41074514948552177,Negative,0.04539678038780321,0.4669780863197352,0.4669780863197352
4,0.7748904527608953,0.9421075862234232,Positive,-0.308825987902205,0.81256025614255,0.81256025614255
5,0.6329229097943988,0.632071362537602,Negative,-0.447281483237893,0.804097870686872,0.804097870686872
6,0.9122034725181116,0.7624358490230985,Positive,0.981750781641816,0.03283134531504777,0.981750781641816
7,0.9238831472095023,0.14513944231785836,Negative,-0.11948785554564136,0.855401252715256,0.855401252715256
8,0.9627837277469453,0.9813974984704985,Negative,-0.24802916159767324,0.768723836180934,0.768723836180934
9,0.7417847960970343,0.003454955462466769,Positive,-0.19253785938618284,0.8597179464239191,0.8597179464239191
10,0.43182969451859055,0.9300524707041558,Positive,0.6236575452324209,0.005376114048698637,0.6236575452324209
11,0.9455512105366455,0.3871710765094356,Negative,-0.36190510350311994,0.9056527539604113,0.9056527539604113
12,0.0897029731631952,0.4260056952146889,Negative,-0.27748326029189935,0.024926674450111513,0.024926674450111513
13,0.4496331446934765,0.6708166182005935,Positive,0.13350487601293265,-0.1189935551665946,0.13350487601293265
14,0.1601560074982129,0.2397401418298658,Positive,-0.28053869321849906,-0.2575592870187235,-0.2575592870187235
15,0.6312593949018738,0.4393998918633618,Negative,-0.15171495305882354,0.880980129654274,0.880980129654274
16,0.9173895726277143,0.6751335199950215,Positive,0.7854551504235017,0.10813455781898688,0.7854551504235017
17,0.9168723873292878,0.0970808019173035,Negative,-0.3994025030592363,0.9471907464876234,0.9471907464876234
18,0.926684985299272,0.4384715888194385,Negative,-0.16320578303261613,0.6737413949711604,0.6737413949711604
19,0.4616374003450846,0.9601712422178474,Positive,0.7391330110179716,-0.09096510725534958,0.7391330110179716
20,0.12314427752308355,0.07509039484978841,Positive,0.1931870895961907,0.06820619600803973,0.1931870895961907
21,0.735679123455308,0.8264883660545135,Negative,0.0969531375722175,0.3860301298816912,0.3860301298816912
22,0.6903009548010038,0.5087643610530355,Negative,-0.27020394649158397,0.5122044308305773,0.5122044308305773
23,0.9021254774496485,0.45859750058288595,Negative,-0.1441195801853587,0.6495156133203988,0.6495156133203988
24,0.9957009607484444,0.20393822306734544,Negative,0.09318084059714304,0.8416263993914174,0.8416263993914174
25,0.17138348408693715,0.3839189234655185,Negative,-0.3534825081745783,0.383781864149846,0.383781864149846
26,0.5661900308014922,0.1422780026047199,Negative,-0.2591120904753357,0.7337397253619191,0.7337397253619191
27,0.6259263065180026,0.5045156262404665,Negative,-0.039512520653880154,0.855530934969085,0.855530934969085
28,0.733459613343941,0.953878122663781,Negative,-0.11613482510692778,0.766989736655879,0.766989736655879
29,0.40717446288886006,0.37892036682488417,Negative,-0.03433655146370856,0.791779996463784,0.791779996463784
30,0.925104769843669,0.5632427471522535,Positive,0.1668225342019014,-0.12543213128990688,0.1668225342019014
31,0.3478856900106563,0.24232805916357647,Negative,-0.3494500326123725,0.7036086410542454,0.7036086410542454
32,0.7647898565489478,0.3632605938977771,Positive,-0.1607994771895025,0.7992628294366182,0.7992628294366182
33,0.7415991146077994,0.692210135944254,Negative,-0.008453889566208989,0.051265901121509166,0.051265901121509166
34,0.16993747741798015,0.4601143344686057,Negative,-0.2975992710217831,0.30180106424007647,0.30180106424007647
35,0.3258481579058117,0.06409247053998102,Negative,-0.12387193994929231,0.8682613583873923,0.8682613583873923
36,0.2742583498857488,0.17488713191625338,Negative,-0.057491890099718626,0.6378427319962728,0.6378427319962728
37,0.9200475916943882,0.028763775310327366,Negative,-0.13627891202094966,0.9638528950367966,0.9638528950367966
38,0.6928103800361664,0.7731798802180314,Negative,-0.5288952833398771,0.34305573372629716,0.34305573372629716
39,0.6560685465675403,0.448533676070629,Negative,-0.20076135948576251,0.6052058625252136,0.6052058625252136
40,0.8187789923422688,0.9871100601840539,Negative,0.09225581786174895,0.9333753181198777,0.9333753181198777
41,0.0945031657328308,0.2870118123274561,Positive,-0.052364209451492005,-0.09523784177732614,-0.052364209451492005
42,0.5354678307772847,0.621778010242032,Negative,-0.14381285462803306,0.4084089886173331,0.4084089886173331
43,0.6945379656491314,0.4733629476239334,Negative,-0.19915274586516324,0.8068933022160241,0.8068933022160241
44,0.8582046251036948,0.13095157422884762,Negative,-0.007479637812666445,0.9112214845052906,0.9112214845052906
45,0.2679719658320786,0.6963740886413712,Positive,0.5812853528334072,-0.17420285819460696,0.5812853528334072
46,0.5626482424644214,0.05653584440187398,Positive,-0.2949724457139488,0.7364291555343451,0.7364291555343451
47,0.4754508358137035,0.939359979013453,Negative,0.8228343253024065,-0.15428763559383624,0.8228343253024065
48,0.605662807007891,0.09298323477248405,Negative,-0.36036466200689077,0.7127198098454995,0.7127198098454995
49,0.647618173604862,0.2310911014948429,Negative,0.24322575184999862,0.7608737093136857,0.7608737093136857
50,0.7017513316053829,0.7192620336663523,Negative,0.1101436619605618,0.4175400270044199,0.4175400270044199
51,0.19502450423651052,0.35735010667890443,Negative,-0.23127855200689634,0.3202308351297288,0.3202308351297288
52,0.06749183431176209,0.1899997525575845,Positive,0.8316774542790608,-0.2761534647782207,0.8316774542790608
53,0.8016809772681581,0.9691033025780558,Negative,-0.20098125700458314,0.621575009776464,0.621575009776464
54,0.8439273599132264,0.22388614587896327,Negative,-0.1749577739047008,0.8098288267243449,0.8098288267243449
55,0.535242529002464,0.6947088437024648,Negative,-0.3229071871238125,0.7122202641878255,0.7122202641878255
56,0.8193042426330736,0.09828505723038838,Negative,-0.5117438173010688,0.8481156307388146,0.8481156307388146
57,0.21696046301804417,0.8368686926010097,Positive,0.9077313811950363,-0.16027328021371184,0.9077313811950363
58,0.518307234114524,0.5082441655267891,Negative,-0.13354578571261014,0.8647224482036654,0.8647224482036654
59,0.5687500338447338,0.40964502279128645,Negative,0.019081763997398332,0.9020851045465956,0.9020851045465956
60,0.7728397737439329,0.9304107354372576,Negative,0.02924735640192884,0.777204732895953,0.777204732895953
61,0.13059313258507987,0.33676815190061926,Positive,0.1642064934021878,-0.10101007145221595,0.1642064934021878
62,0.32320822272023597,0.27503994771092255,Negative,-0.004254327064884163,0.8163752486792771,0.8163752486792771
63,0.5421051316475309,0.9051459494934841,Positive,0.5694879997450037,-0.09202393806967865,0.5694879997450037
64,0.8702154801572111,0.11662693090418308,Negative,-0.198143633596018,0.929577052879538,0.929577052879538
65,0.6786873185253133,0.4387362522903695,Negative,-0.043357447289282536,0.6609863850707515,0.6609863850707515
66,0.017054365900695756,0.17696973924238057,Positive,0.844946027382617,-0.1957750668304608,0.844946027382617
67,0.6434495099476145,0.012775526547795568,Negative,0.12213956432573468,0.7643150334144667,0.7643150334144667
68,0.1919850498228699,0.406413813632273,Negative,-0.15553060658418297,0.566245567260184,0.566245567260184
69,0.17751308347558614,0.04133557850920222,Negative,0.06377723177947696,0.5872109590416607,0.5872109590416607
70,0.0030387904433524238,0.056018863058630686,Positive,0.961974423697443,-0.21933223260577978,0.961974423697443
71,0.8106628063646475,0.24786204919877908,Negative,0.064804941201401,0.583330723719904,0.583330723719904
72,0.038866273085311764,0.8655710805073868,Positive,0.5806677092020411,0.9950121285082727,0.9950121285082727
73,0.6159191495509138,0.15807248147543895,Negative,-0.2463267297302772,0.6570894832806038,0.6570894832806038
74,0.7478444812160122,0.8606558696317529,Negative,-0.5197844954423435,0.7846992507367935,0.7846992507367935
75,0.8732767578660366,0.9372083871526735,Negative,-0.18758917179424178,0.7635771352675335,0.7635771352675335
76,0.7863810768412545,0.38828072981706896,Negative,-0.5187921175765668,0.7976701481432599,0.7976701481432599
77,0.8383405966001842,0.17215981825269266,Negative,-0.11582357456086129,0.7853376756500587,0.7853376756500587
78,0.1257014378946424,0.032721408867110946,Positive,0.537894145663384,-0.2419611602441592,0.537894145663384
79,0.8098414649612682,0.7704484925583642,Positive,-0.04087712424393086,-0.05953581547152137,-0.04087712424393086
80,0.552646983258781,0.9132652562508455,Positive,0.8676911952401691,-0.23490008861658002,0.8676911952401691
81,0.3737720460178602,0.673777169900461,Negative,-0.16282058256222082,0.3082414010348736,0.3082414010348736
82,0.3604501188674094,0.7844249624490818,Positive,0.41656810954462803,-0.0275275426147957,0.41656810954462803
83,0.16172972261890173,0.3915603807448902,Negative,-0.12115749685290093,0.47974262566106796,0.47974262566106796
84,0.8673976360140835,0.2199980186694085,Negative,-0.27390381550195625,0.8002089337560296,0.8002089337560296
85,0.3001218435434476,0.011371332090175046,Negative,0.06982202499836253,0.9378571080756422,0.9378571080756422
86,0.24712475298099335,0.0698543917350164,Negative,0.021668102612293967,0.3155536230024829,0.3155536230024829
87,0.4403664783154122,0.09727091012821576,Negative,-0.6005543989181691,0.733743419443907,0.733743419443907
88,0.898041618138157,0.6402936744988045,Positive,0.6621423863496103,-0.2558611234963635,0.6621423863496103
89,0.8667754357816841,0.2821844624834925,Negative,-0.24719374475710187,0.9263728243608896,0.9263728243608896
90,0.2427021184642748,0.5587250989295033,Positive,0.055322945234748344,-0.028439174983025367,0.055322945234748344
91,0.15372435686036223,0.6296279880628919,Positive,0.6136725822272898,-0.27212965661158306,0.6136725822272898
