number,x,y,opinion,Q_pos,Q_neg,Q
0,0.8699582180048668,0.6964259644301277,Positive,0.45248469123430773,-0.3575896697978993,0.45248469123430773
1,0.9842093456149965,0.3530596988578074,Positive,-2.042338764113999E-5,-0.30400575534721,-2.042338764113999E-5
2,0.7214254158102151,0.09249040880782422,Negative,0.12681822669928733,0.29849018698887436,0.29849018698887436
3,0.8787009813895819,0.41074514948552177,Negative,0.1676453880860125,0.20337735176494448,0.20337735176494448
4,0.7748904527608953,0.9421075862234232,Negative,-0.3530685143426994,0.4674009368756871,0.4674009368756871
5,0.6329229097943988,0.632071362537602,Negative,-0.4023262988924345,0.1630908303133345,0.1630908303133345
6,0.9122034725181116,0.7624358490230985,Positive,0.6644012124486478,-0.028027431452396355,0.6644012124486478
7,0.9238831472095023,0.14513944231785836,Negative,0.014028685945041447,0.008853824406918204,0.014028685945041447
8,0.9627837277469453,0.9813974984704985,Positive,-0.14910454171186208,-0.25404401722335473,-0.14910454171186208
9,0.7417847960970343,0.003454955462466769,Positive,-0.19588075841708474,0.11295524588555823,0.11295524588555823
10,0.43182969451859055,0.9300524707041558,Negative,-0.315052774116626,0.07824855786361874,0.07824855786361874
11,0.9455512105366455,0.3871710765094356,Positive,0.16872645165225214,0.35532185880713474,0.35532185880713474
12,0.0897029731631952,0.4260056952146889,Negative,-0.3582836799921428,0.10979596076259196,0.10979596076259196
13,0.4496331446934765,0.6708166182005935,Positive,0.16093494873416284,-0.2634387169976061,0.16093494873416284
14,0.1601560074982129,0.2397401418298658,Positive,0.2549242078473114,-0.015470917308189044,0.2549242078473114
15,0.6312593949018738,0.4393998918633618,Positive,0.20794588244976941,-0.28595250915364334,0.20794588244976941
16,0.9173895726277143,0.6751335199950215,Positive,0.6959110211020348,0.19757186983925457,0.6959110211020348
17,0.9168723873292878,0.0970808019173035,Negative,-0.16391078596629316,0.24333876261492338,0.24333876261492338
18,0.926684985299272,0.4384715888194385,Negative,-0.1460028479088969,0.289007969260731,0.289007969260731
19,0.4616374003450846,0.9601712422178474,Negative,-0.41225776357799426,0.07818239280059605,0.07818239280059605
20,0.12314427752308355,0.07509039484978841,Positive,0.3465002963413836,0.21958299695810873,0.3465002963413836
21,0.735679123455308,0.8264883660545135,Negative,0.07859236165768713,0.4687843546323915,0.4687843546323915
22,0.6903009548010038,0.5087643610530355,Negative,-0.11136353195114351,0.09435740549512765,0.09435740549512765
23,0.9021254774496485,0.45859750058288595,Negative,-0.14590759763367622,0.2903119440091538,0.2903119440091538
24,0.9957009607484444,0.20393822306734544,Negative,0.1458849932326141,0.2739566688697043,0.2739566688697043
25,0.17138348408693715,0.3839189234655185,Negative,-0.4587023994316711,-0.16417480625753228,-0.16417480625753228
26,0.5661900308014922,0.1422780026047199,Positive,0.16915291412216335,-0.36072026134609064,0.16915291412216335
27,0.6259263065180026,0.5045156262404665,Negative,0.06675120149362945,0.1565406848793689,0.1565406848793689
28,0.733459613343941,0.953878122663781,Negative,-0.07963027340270683,0.35598188433626476,0.35598188433626476
29,0.40717446288886006,0.37892036682488417,Negative,0.14152078893920472,0.1758243718225181,0.1758243718225181
30,0.925104769843669,0.5632427471522535,Positive,-0.01778659973662225,-0.293919300599283,-0.01778659973662225
31,0.3478856900106563,0.24232805916357647,Positive,-0.1070458345008381,-0.1786220820252296,-0.1070458345008381
32,0.7647898565489478,0.3632605938977771,Positive,-0.2090381981225164,0.22972045429471927,0.22972045429471927
33,0.7415991146077994,0.692210135944254,Positive,0.06573338331863816,-0.25448836470238445,0.06573338331863816
34,0.16993747741798015,0.4601143344686057,Positive,-0.2964815207816839,0.058524288108922434,0.058524288108922434
35,0.3258481579058117,0.06409247053998102,Negative,-0.3757769369807701,0.37516513818935043,0.37516513818935043
36,0.2742583498857488,0.17488713191625338,Negative,0.09697346709868425,0.41587296169830146,0.41587296169830146
37,0.9200475916943882,0.028763775310327366,Negative,0.18657477173583076,0.31135184333680127,0.31135184333680127
38,0.6928103800361664,0.7731798802180314,Negative,-0.47575640328113183,0.44004754901299264,0.44004754901299264
39,0.6560685465675403,0.448533676070629,Negative,-0.023539744257075383,0.0484423496916942,0.0484423496916942
40,0.8187789923422688,0.9871100601840539,Negative,0.31723986282447925,0.4994813425699149,0.4994813425699149
41,0.0945031657328308,0.2870118123274561,Positive,0.1737582165250901,-0.07304960390405345,0.1737582165250901
42,0.5354678307772847,0.621778010242032,Negative,-0.3699966112605073,0.389441690803012,0.389441690803012
43,0.6945379656491314,0.4733629476239334,Negative,-0.19245910069368088,0.13839571655715832,0.13839571655715832
44,0.8582046251036948,0.13095157422884762,Negative,0.06662260232707473,0.2626666531915436,0.2626666531915436
45,0.2679719658320786,0.6963740886413712,Positive,0.6102080290424943,-0.21963115341687828,0.6102080290424943
46,0.5626482424644214,0.05653584440187398,Negative,0.10346230434679322,0.34307743395700907,0.34307743395700907
47,0.4754508358137035,0.939359979013453,Positive,0.0913298757523567,-0.16680027920341434,0.0913298757523567
48,0.605662807007891,0.09298323477248405,Positive,-0.17904949515218788,-0.2759633861353581,-0.17904949515218788
49,0.647618173604862,0.2310911014948429,Negative,0.18168307714029036,0.27287393882132566,0.27287393882132566
50,0.7017513316053829,0.7192620336663523,Negative,-0.06888302589894794,0.28004009188328766,0.28004009188328766
51,0.19502450423651052,0.35735010667890443,Negative,-0.27692817111358153,0.36709242769161654,0.36709242769161654
52,0.06749183431176209,0.1899997525575845,Negative,0.6167345209436612,-0.11746297118338966,0.6167345209436612
53,0.8016809772681581,0.9691033025780558,Negative,-0.2079573377804645,0.006328880071182999,0.006328880071182999
54,0.8439273599132264,0.22388614587896327,Negative,-0.06702242501260809,0.13315406973508237,0.13315406973508237
55,0.535242529002464,0.6947088437024648,Positive,-0.23021858124259176,-0.26516190483321905,-0.23021858124259176
56,0.8193042426330736,0.09828505723038838,Negative,-0.5467010576842593,0.19552971339099534,0.19552971339099534
57,0.21696046301804417,0.8368686926010097,Positive,0.6198242328963086,-0.4066242070725193,0.6198242328963086
58,0.518307234114524,0.5082441655267891,Positive,0.12653448981917653,-0.018854593677822624,0.12653448981917653
59,0.5687500338447338,0.40964502279128645,Negative,0.327318773595204,0.4454704792236486,0.4454704792236486
60,0.7728397737439329,0.9304107354372576,Positive,-0.004730545487091904,-0.05588099546089875,-0.004730545487091904
61,0.13059313258507987,0.33676815190061926,Positive,0.20331115860806354,-0.4228963497207063,0.20331115860806354
62,0.32320822272023597,0.27503994771092255,Negative,-0.012173237979063709,0.23327670353164948,0.23327670353164948
63,0.5421051316475309,0.9051459494934841,Positive,0.17560108736678498,-0.2734188982826277,0.17560108736678498
64,0.8702154801572111,0.11662693090418308,Positive,-0.16002835755538447,0.32623421490553517,0.32623421490553517
65,0.6786873185253133,0.4387362522903695,Positive,0.44807893039466323,0.15101314622086662,0.44807893039466323
66,0.017054365900695756,0.17696973924238057,Positive,0.48202125173663424,-0.1614750330800832,0.48202125173663424
67,0.6434495099476145,0.012775526547795568,Positive,0.3757344653368641,0.23033501169930748,0.3757344653368641
68,0.1919850498228699,0.406413813632273,Negative,-0.19853655260389957,0.27775801344239154,0.27775801344239154
